"fecha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.04.2018 12:00";"23.5";"759.8";"762.0";"-0.3";"75";"Wind blowing from the east";"5";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"18.7";"";"";"";"";"";"";
"01.04.2018 09:00";"22.2";"760.1";"762.3";"1.5";"79";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"21.0";"22.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"18.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"21.0";"";"";
"01.04.2018 06:00";"21.6";"758.6";"760.8";"0.9";"83";"Wind blowing from the north-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.6";"";"";"";"";"";"";
"01.04.2018 03:00";"21.7";"757.7";"760.0";"-0.6";"88";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"01.04.2018 00:00";"21.8";"758.3";"760.6";"0.4";"87";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"31.03.2018 21:00";"22.4";"757.9";"760.1";"1.4";"82";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"22.4";"32.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.1";"";"";"";"";"";"";
"31.03.2018 18:00";"24.0";"756.5";"758.7";"-0.5";"75";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.2";"";"";"";"";"";"";
"31.03.2018 15:00";"28.9";"757.0";"759.2";"-0.6";"56";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"31.03.2018 12:00";"30.0";"757.6";"759.7";"-0.4";"52";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"31.03.2018 09:00";"25.0";"758.0";"760.3";"1.0";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.1";"25.0";"";"";"";"";"";"10.0";"20.8";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"18.0";"";"";
"31.03.2018 06:00";"19.4";"757.0";"759.2";"-0.4";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"31.03.2018 03:00";"21.5";"757.4";"759.7";"-0.5";"90";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"31.03.2018 00:00";"23.1";"757.9";"760.0";"0.6";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"30.03.2018 21:00";"24.4";"757.3";"759.5";"0.9";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.6";"31.0";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"30.03.2018 18:00";"28.0";"756.4";"758.6";"-0.9";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"30.03.2018 15:00";"30.3";"757.3";"759.4";"-1.5";"53";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"30.03.2018 12:00";"28.8";"758.8";"760.9";"-0.3";"55";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"30.03.2018 09:00";"23.6";"759.1";"761.3";"0.5";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.3";"23.6";"";"";"";"";"";"10.0";"19.8";"";"";"Surface of ground moist.";"17.0";"";"";
"30.03.2018 06:00";"18.8";"758.6";"760.9";"-0.3";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"30.03.2018 03:00";"22.0";"758.9";"761.1";"-0.5";"85";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"30.03.2018 00:00";"22.0";"759.4";"761.5";"0.8";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"29.03.2018 21:00";"22.0";"758.6";"760.9";"0.6";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"30.6";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"29.03.2018 18:00";"27.0";"758.0";"760.3";"-1.1";"58";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"29.03.2018 15:00";"29.2";"759.1";"761.2";"-0.9";"51";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"29.03.2018 12:00";"28.5";"760.0";"762.1";"0.0";"55";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"29.03.2018 09:00";"21.7";"760.0";"762.1";"1.1";"80";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"17.2";"22.6";"";"";"";"";"";"10.0";"18.1";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"16.0";"";"";
"29.03.2018 06:00";"17.5";"758.9";"761.1";"0.3";"97";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"29.03.2018 03:00";"18.4";"758.6";"760.9";"-0.5";"97";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"29.03.2018 00:00";"21.7";"759.1";"761.2";"0.3";"83";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"28.03.2018 21:00";"22.1";"758.8";"760.9";"0.8";"82";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.8";"26.9";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"28.03.2018 18:00";"25.2";"758.0";"760.3";"-1.1";"66";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"28.03.2018 15:00";"26.0";"759.1";"761.2";"-1.8";"66";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.1";"";"";"";"";"";"";
"28.03.2018 12:00";"24.4";"760.9";"763.0";"-0.1";"73";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"28.03.2018 09:00";"19.8";"761.0";"763.3";"0.6";"86";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"18.3";"20.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"17.0";"";"";
"28.03.2018 06:00";"18.6";"760.4";"762.7";"0.0";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"28.03.2018 03:00";"19.6";"760.4";"762.7";"-0.8";"80";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"28.03.2018 00:00";"20.2";"761.2";"763.3";"-0.1";"85";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"27.03.2018 21:00";"19.5";"761.3";"763.6";"0.3";"84";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"18.2";"23.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.7";"";"";"";"";"";"";
"27.03.2018 18:00";"21.6";"761.0";"763.3";"-0.8";"66";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.9";"";"";"";"";"";"";
"27.03.2018 15:00";"23.0";"761.8";"764.1";"-2.4";"60";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.7";"";"";"";"";"";"";
"27.03.2018 12:00";"22.2";"764.2";"766.4";"-0.3";"65";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.2";"";"";"";"";"";"";
"27.03.2018 09:00";"18.2";"764.5";"766.6";"0.0";"79";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"15.4";"18.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.4";"";"";"Surface of ground moist.";"13.0";"";"";
"27.03.2018 06:00";"15.9";"764.5";"766.6";"0.0";"79";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.3";"";"";"";"";"";"";
"27.03.2018 03:00";"16.6";"764.5";"766.7";"0.6";"78";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.7";"";"";"";"";"";"";
"27.03.2018 00:00";"17.9";"763.9";"766.1";"0.2";"77";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"26.03.2018 21:00";"18.0";"763.7";"766.0";"0.0";"73";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"15.5";"20.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.1";"";"";"";"";"";"";
"26.03.2018 18:00";"19.2";"763.7";"766.0";"-0.5";"54";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.5";"";"";"";"";"";"";
"26.03.2018 15:00";"20.0";"764.2";"766.5";"-1.6";"47";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"8.4";"";"";"";"";"";"";
"26.03.2018 12:00";"18.8";"765.8";"768.1";"0.0";"48";"Wind blowing from the north";"4";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"7.5";"";"";"";"";"";"";
"26.03.2018 09:00";"15.5";"765.8";"768.1";"1.0";"66";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"8.3";"15.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"26.03.2018 06:00";"8.4";"764.8";"767.0";"0.3";"92";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"26.03.2018 03:00";"9.6";"764.5";"766.8";"0.2";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"26.03.2018 00:00";"11.1";"764.3";"766.6";"0.7";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"25.03.2018 21:00";"13.9";"763.6";"765.8";"0.6";"66";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"13.2";"20.9";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"25.03.2018 18:00";"17.6";"763.0";"765.3";"0.0";"48";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.4";"";"";"";"";"";"";
"25.03.2018 15:00";"20.8";"763.0";"765.2";"-0.1";"46";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.8";"";"";"";"";"";"";
"25.03.2018 12:00";"17.8";"763.1";"765.4";"0.4";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"25.03.2018 09:00";"13.2";"762.7";"764.8";"2.3";"69";"Wind blowing from the south-east";"3";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"18.9";"";"";"";"";"";"10.0";"7.5";"0.3";"6";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"25.03.2018 06:00";"11.7";"760.4";"762.7";"0.1";"91";"Wind blowing from the south";"3";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"10.2";"";"";"";"";"";"";
"25.03.2018 03:00";"11.9";"760.3";"762.4";"1.8";"94";"Wind blowing from the south";"3";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"11.0";"7.0";"6";"";"";"";"";
"25.03.2018 00:00";"15.8";"758.5";"760.7";"2.3";"81";"Wind blowing from the south-east";"4";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"12.6";"";"";"";"";"";"";
"24.03.2018 21:00";"18.9";"756.2";"758.5";"-0.2";"76";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"18.9";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.5";"";"";"";"";"";"";
"24.03.2018 18:00";"22.4";"756.4";"758.6";"0.6";"52";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.1";"";"";"";"";"";"";
"24.03.2018 15:00";"24.2";"755.8";"757.9";"-0.9";"49";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.9";"";"";"";"";"";"";
"24.03.2018 12:00";"24.8";"756.7";"758.8";"0.2";"48";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"24.03.2018 09:00";"19.0";"756.5";"758.8";"2.1";"77";"Wind blowing from the south-east";"3";"";"";"50%.";" ";"";"";"15.1";"20.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"14.9";"12.0";"24";"Surface of ground moist.";"14.0";"";"";
"24.03.2018 06:00";"15.1";"754.4";"756.6";"0.0";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"24.03.2018 03:00";"18.6";"754.4";"756.6";"0.7";"75";"Calm, no wind";"0";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"10.0";"14.1";"0.4";"6";"";"";"";"";
"24.03.2018 00:00";"20.1";"753.7";"755.8";"1.1";"100";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"20.1";"";"";"";"";"";"";
"23.03.2018 21:00";"19.0";"752.6";"754.9";"1.6";"99";"Calm, no wind";"0";"";"";"70 – 80%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"19.0";"30.3";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"12.0";"6";"";"";"";"";
"23.03.2018 18:00";"28.6";"751.0";"753.2";"-0.3";"49";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.0";"";"";"";"";"";"";
"23.03.2018 15:00";"29.6";"751.3";"753.4";"-1.9";"40";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"23.03.2018 12:00";"27.2";"753.2";"755.4";"-0.8";"51";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.3";"";"";"";"";"";"";
"23.03.2018 09:00";"20.8";"754.0";"756.2";"0.5";"67";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"17.7";"20.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.4";"Trace of precipitation";"24";"Dry (without cracks, no appreciable amount of dust or loose sand)";"16.0";"";"";
"23.03.2018 06:00";"20.3";"753.5";"755.8";"-0.6";"72";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.1";"";"";"";"";"";"";
"23.03.2018 03:00";"19.2";"754.1";"756.3";"-0.8";"73";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.2";"";"";"";"";"";"";
"23.03.2018 00:00";"19.8";"754.9";"757.1";"-0.6";"81";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
